date,device_category,source,medium,source_medium,channel_group,sessions,view_item_sessions,add_to_cart_sessions,checkout_sessions,purchase_sessions,session_to_view_rate,view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,session_to_purchase_rate
2020-12-21,mobile,(direct),(none),(direct) / (none),Direct,386,85,18,9,6,0.22020725388601037,0.21176470588235294,0.5,0.6666666666666666,0.015544041450777202
2020-12-21,mobile,<Other>,organic,<Other> / organic,Organic Search,42,10,3,1,1,0.23809523809523808,0.3,0.3333333333333333,1.0,0.023809523809523808
2020-12-21,mobile,google,organic,google / organic,Organic Search,492,104,22,9,3,0.21138211382113822,0.21153846153846154,0.4090909090909091,0.3333333333333333,0.006097560975609756
2020-12-21,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,100,26,10,2,1,0.26,0.38461538461538464,0.2,0.5,0.01
2020-12-21,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-12-21,mobile,<Other>,<Other>,<Other> / <Other>,Other,237,39,9,4,2,0.16455696202531644,0.23076923076923078,0.4444444444444444,0.5,0.008438818565400843
2020-12-21,mobile,google,cpc,google / cpc,Paid Search,54,6,1,1,1,0.1111111111111111,0.16666666666666666,1.0,1.0,0.018518518518518517
2020-12-21,mobile,<Other>,referral,<Other> / referral,Referral,163,25,8,3,1,0.15337423312883436,0.32,0.375,0.3333333333333333,0.006134969325153374
2020-12-21,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,120,33,10,4,1,0.275,0.30303030303030304,0.4,0.25,0.008333333333333333
2020-12-21,tablet,(direct),(none),(direct) / (none),Direct,22,5,2,2,1,0.22727272727272727,0.4,1.0,0.5,0.045454545454545456
2020-12-21,tablet,<Other>,organic,<Other> / organic,Organic Search,4,2,0,0,0,0.5,0.0,,,0.0
2020-12-21,tablet,google,organic,google / organic,Organic Search,35,7,2,2,2,0.2,0.2857142857142857,1.0,1.0,0.05714285714285714
2020-12-21,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,3,0,0,0,0,0.0,,,,0.0
2020-12-21,tablet,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-12-21,tablet,<Other>,<Other>,<Other> / <Other>,Other,13,2,0,0,0,0.15384615384615385,0.0,,,0.0
2020-12-21,tablet,google,cpc,google / cpc,Paid Search,3,1,0,0,0,0.3333333333333333,0.0,,,0.0
2020-12-21,tablet,<Other>,referral,<Other> / referral,Referral,12,1,1,1,1,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333
2020-12-21,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,7,2,1,1,0,0.2857142857142857,0.5,1.0,0.0,0.0
2020-12-22,desktop,(direct),(none),(direct) / (none),Direct,480,106,28,13,8,0.22083333333333333,0.2641509433962264,0.4642857142857143,0.6153846153846154,0.016666666666666666
2020-12-22,desktop,<Other>,organic,<Other> / organic,Organic Search,67,14,3,1,0,0.208955223880597,0.21428571428571427,0.3333333333333333,0.0,0.0
2020-12-22,desktop,google,organic,google / organic,Organic Search,686,155,30,16,7,0.2259475218658892,0.1935483870967742,0.5333333333333333,0.4375,0.01020408163265306
2020-12-22,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,145,38,10,4,4,0.2620689655172414,0.2631578947368421,0.4,1.0,0.027586206896551724
2020-12-22,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,7,2,0,0,0,0.2857142857142857,0.0,,,0.0
2020-12-22,desktop,<Other>,<Other>,<Other> / <Other>,Other,327,84,24,9,5,0.25688073394495414,0.2857142857142857,0.375,0.5555555555555556,0.01529051987767584
2020-12-22,desktop,google,cpc,google / cpc,Paid Search,101,26,5,3,1,0.25742574257425743,0.19230769230769232,0.6,0.3333333333333333,0.009900990099009901
2020-12-22,desktop,<Other>,referral,<Other> / referral,Referral,197,39,11,5,4,0.19796954314720813,0.28205128205128205,0.45454545454545453,0.8,0.02030456852791878
2020-12-22,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,177,40,6,5,4,0.22598870056497175,0.15,0.8333333333333334,0.8,0.022598870056497175
2020-12-22,mobile,(direct),(none),(direct) / (none),Direct,353,74,20,11,5,0.2096317280453258,0.2702702702702703,0.55,0.45454545454545453,0.014164305949008499
2020-12-22,mobile,<Other>,organic,<Other> / organic,Organic Search,47,9,3,1,0,0.19148936170212766,0.3333333333333333,0.3333333333333333,0.0,0.0
2020-12-22,mobile,google,organic,google / organic,Organic Search,498,117,26,8,4,0.23493975903614459,0.2222222222222222,0.3076923076923077,0.5,0.008032128514056224
2020-12-22,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,104,37,11,5,3,0.3557692307692308,0.2972972972972973,0.45454545454545453,0.6,0.028846153846153848
2020-12-22,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,2,1,1,0,0,0.5,1.0,0.0,,0.0
2020-12-22,mobile,<Other>,<Other>,<Other> / <Other>,Other,235,61,16,5,4,0.25957446808510637,0.26229508196721313,0.3125,0.8,0.01702127659574468
2020-12-22,mobile,google,cpc,google / cpc,Paid Search,56,15,2,0,0,0.26785714285714285,0.13333333333333333,0.0,,0.0
2020-12-22,mobile,<Other>,referral,<Other> / referral,Referral,151,40,12,2,2,0.26490066225165565,0.3,0.16666666666666666,1.0,0.013245033112582781
2020-12-22,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,130,32,8,5,5,0.24615384615384617,0.25,0.625,1.0,0.038461538461538464
2020-12-22,tablet,(direct),(none),(direct) / (none),Direct,16,2,0,0,0,0.125,0.0,,,0.0
2020-12-22,tablet,<Other>,organic,<Other> / organic,Organic Search,5,2,0,0,0,0.4,0.0,,,0.0
2020-12-22,tablet,google,organic,google / organic,Organic Search,24,9,2,1,0,0.375,0.2222222222222222,0.5,0.0,0.0
2020-12-22,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,5,1,1,1,1,0.2,1.0,1.0,1.0,0.2
2020-12-22,tablet,<Other>,<Other>,<Other> / <Other>,Other,9,2,0,0,0,0.2222222222222222,0.0,,,0.0
2020-12-22,tablet,google,cpc,google / cpc,Paid Search,2,1,0,0,0,0.5,0.0,,,0.0
2020-12-22,tablet,<Other>,referral,<Other> / referral,Referral,12,5,2,2,0,0.4166666666666667,0.4,1.0,0.0,0.0
2020-12-22,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,12,2,0,0,0,0.16666666666666666,0.0,,,0.0
2020-12-23,desktop,(direct),(none),(direct) / (none),Direct,445,105,29,9,4,0.23595505617977527,0.2761904761904762,0.3103448275862069,0.4444444444444444,0.008988764044943821
2020-12-23,desktop,<Other>,organic,<Other> / organic,Organic Search,63,13,3,3,1,0.20634920634920634,0.23076923076923078,1.0,0.3333333333333333,0.015873015873015872
2020-12-23,desktop,google,organic,google / organic,Organic Search,610,123,33,12,8,0.20163934426229507,0.2682926829268293,0.36363636363636365,0.6666666666666666,0.013114754098360656
2020-12-23,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,111,39,23,10,5,0.35135135135135137,0.5897435897435898,0.43478260869565216,0.5,0.04504504504504504
2020-12-23,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-12-23,desktop,<Other>,<Other>,<Other> / <Other>,Other,318,69,22,5,2,0.2169811320754717,0.3188405797101449,0.22727272727272727,0.4,0.006289308176100629
2020-12-23,desktop,google,cpc,google / cpc,Paid Search,72,11,1,1,1,0.1527777777777778,0.09090909090909091,1.0,1.0,0.013888888888888888
2020-12-23,desktop,<Other>,referral,<Other> / referral,Referral,191,40,7,3,2,0.2094240837696335,0.175,0.42857142857142855,0.6666666666666666,0.010471204188481676
2020-12-23,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,145,31,10,3,2,0.21379310344827587,0.3225806451612903,0.3,0.6666666666666666,0.013793103448275862
2020-12-23,mobile,(direct),(none),(direct) / (none),Direct,322,67,18,11,6,0.2080745341614907,0.26865671641791045,0.6111111111111112,0.5454545454545454,0.018633540372670808
2020-12-23,mobile,<Other>,organic,<Other> / organic,Organic Search,39,9,1,1,0,0.23076923076923078,0.1111111111111111,1.0,0.0,0.0
2020-12-23,mobile,google,organic,google / organic,Organic Search,451,79,23,13,8,0.17516629711751663,0.2911392405063291,0.5652173913043478,0.6153846153846154,0.017738359201773836
2020-12-23,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,91,19,9,6,5,0.2087912087912088,0.47368421052631576,0.6666666666666666,0.8333333333333334,0.054945054945054944
2020-12-23,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
2020-12-23,mobile,<Other>,<Other>,<Other> / <Other>,Other,200,31,4,5,3,0.155,0.12903225806451613,1.25,0.6,0.015
2020-12-23,mobile,google,cpc,google / cpc,Paid Search,70,18,6,3,0,0.2571428571428571,0.3333333333333333,0.5,0.0,0.0
2020-12-23,mobile,<Other>,referral,<Other> / referral,Referral,132,33,9,2,1,0.25,0.2727272727272727,0.2222222222222222,0.5,0.007575757575757576
2020-12-23,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,117,26,9,5,4,0.2222222222222222,0.34615384615384615,0.5555555555555556,0.8,0.03418803418803419
2020-12-23,tablet,(direct),(none),(direct) / (none),Direct,19,7,1,0,0,0.3684210526315789,0.14285714285714285,0.0,,0.0
2020-12-23,tablet,<Other>,organic,<Other> / organic,Organic Search,2,0,0,0,0,0.0,,,,0.0
2020-12-23,tablet,google,organic,google / organic,Organic Search,23,4,1,0,0,0.17391304347826086,0.25,0.0,,0.0
2020-12-23,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-12-23,tablet,<Other>,<Other>,<Other> / <Other>,Other,12,2,0,0,0,0.16666666666666666,0.0,,,0.0
2020-12-23,tablet,google,cpc,google / cpc,Paid Search,2,0,0,0,0,0.0,,,,0.0
2020-12-23,tablet,<Other>,referral,<Other> / referral,Referral,5,2,0,0,0,0.4,0.0,,,0.0
2020-12-23,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,5,0,0,0,0,0.0,,,,0.0
2020-12-24,desktop,(direct),(none),(direct) / (none),Direct,366,71,15,4,1,0.19398907103825136,0.2112676056338028,0.26666666666666666,0.25,0.00273224043715847
2020-12-24,desktop,<Other>,organic,<Other> / organic,Organic Search,55,7,1,0,0,0.12727272727272726,0.14285714285714285,0.0,,0.0
2020-12-24,desktop,google,organic,google / organic,Organic Search,499,68,9,2,1,0.13627254509018036,0.1323529411764706,0.2222222222222222,0.5,0.002004008016032064
2020-12-24,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,63,16,6,4,4,0.25396825396825395,0.375,0.6666666666666666,1.0,0.06349206349206349
2020-12-24,desktop,<Other>,<Other>,<Other> / <Other>,Other,259,32,4,1,1,0.12355212355212356,0.125,0.25,1.0,0.003861003861003861
2020-12-24,desktop,google,cpc,google / cpc,Paid Search,76,14,5,2,2,0.18421052631578946,0.35714285714285715,0.4,1.0,0.02631578947368421
2020-12-24,desktop,<Other>,referral,<Other> / referral,Referral,148,36,9,1,0,0.24324324324324326,0.25,0.1111111111111111,0.0,0.0
2020-12-24,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,121,29,5,2,1,0.2396694214876033,0.1724137931034483,0.4,0.5,0.008264462809917356
2020-12-24,mobile,(direct),(none),(direct) / (none),Direct,256,42,6,4,2,0.1640625,0.14285714285714285,0.6666666666666666,0.5,0.0078125
2020-12-24,mobile,<Other>,organic,<Other> / organic,Organic Search,32,6,3,1,0,0.1875,0.5,0.3333333333333333,0.0,0.0
2020-12-24,mobile,google,organic,google / organic,Organic Search,368,67,15,4,1,0.18206521739130435,0.22388059701492538,0.26666666666666666,0.25,0.002717391304347826
2020-12-24,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,52,11,4,4,2,0.21153846153846154,0.36363636363636365,1.0,0.5,0.038461538461538464
2020-12-24,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-12-24,mobile,<Other>,<Other>,<Other> / <Other>,Other,185,27,4,4,3,0.14594594594594595,0.14814814814814814,1.0,0.75,0.016216216216216217
2020-12-24,mobile,google,cpc,google / cpc,Paid Search,66,8,4,0,0,0.12121212121212122,0.5,0.0,,0.0
2020-12-24,mobile,<Other>,referral,<Other> / referral,Referral,112,15,4,2,1,0.13392857142857142,0.26666666666666666,0.5,0.5,0.008928571428571428
2020-12-24,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,81,17,5,2,1,0.20987654320987653,0.29411764705882354,0.4,0.5,0.012345679012345678
2020-12-24,tablet,(direct),(none),(direct) / (none),Direct,15,2,0,0,0,0.13333333333333333,0.0,,,0.0
2020-12-24,tablet,<Other>,organic,<Other> / organic,Organic Search,2,0,0,0,0,0.0,,,,0.0
2020-12-24,tablet,google,organic,google / organic,Organic Search,16,6,1,1,1,0.375,0.16666666666666666,1.0,1.0,0.0625
2020-12-24,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,7,1,1,1,1,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285
2020-12-24,tablet,<Other>,<Other>,<Other> / <Other>,Other,13,1,0,0,0,0.07692307692307693,0.0,,,0.0
2020-12-24,tablet,google,cpc,google / cpc,Paid Search,5,2,1,0,0,0.4,0.5,0.0,,0.0
2020-12-24,tablet,<Other>,referral,<Other> / referral,Referral,5,0,0,0,0,0.0,,,,0.0
2020-12-24,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,1,0,0,0,0,0.0,,,,0.0
2020-12-25,desktop,(direct),(none),(direct) / (none),Direct,339,43,7,4,1,0.12684365781710916,0.16279069767441862,0.5714285714285714,0.25,0.0029498525073746312
2020-12-25,desktop,<Other>,organic,<Other> / organic,Organic Search,39,7,2,1,1,0.1794871794871795,0.2857142857142857,0.5,1.0,0.02564102564102564
2020-12-25,desktop,google,organic,google / organic,Organic Search,506,71,11,6,3,0.14031620553359683,0.15492957746478872,0.5454545454545454,0.5,0.005928853754940711
2020-12-25,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,56,12,7,4,1,0.21428571428571427,0.5833333333333334,0.5714285714285714,0.25,0.017857142857142856
2020-12-25,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-12-25,desktop,<Other>,<Other>,<Other> / <Other>,Other,237,28,6,1,0,0.11814345991561181,0.21428571428571427,0.16666666666666666,0.0,0.0
2020-12-25,desktop,google,cpc,google / cpc,Paid Search,87,12,1,0,0,0.13793103448275862,0.08333333333333333,0.0,,0.0
2020-12-25,desktop,<Other>,referral,<Other> / referral,Referral,174,21,9,3,1,0.1206896551724138,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.005747126436781609
2020-12-25,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,112,14,1,1,0,0.125,0.07142857142857142,1.0,0.0,0.0
2020-12-25,mobile,(direct),(none),(direct) / (none),Direct,237,32,5,3,3,0.1350210970464135,0.15625,0.6,1.0,0.012658227848101266
2020-12-25,mobile,<Other>,organic,<Other> / organic,Organic Search,32,4,0,0,0,0.125,0.0,,,0.0
2020-12-25,mobile,google,organic,google / organic,Organic Search,349,42,4,2,1,0.12034383954154727,0.09523809523809523,0.5,0.5,0.0028653295128939827
2020-12-25,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,39,12,9,4,2,0.3076923076923077,0.75,0.4444444444444444,0.5,0.05128205128205128
2020-12-25,mobile,<Other>,<Other>,<Other> / <Other>,Other,162,25,6,2,0,0.15432098765432098,0.24,0.3333333333333333,0.0,0.0
2020-12-25,mobile,google,cpc,google / cpc,Paid Search,56,4,1,1,1,0.07142857142857142,0.25,1.0,1.0,0.017857142857142856
2020-12-25,mobile,<Other>,referral,<Other> / referral,Referral,90,11,5,1,1,0.12222222222222222,0.45454545454545453,0.2,1.0,0.011111111111111112
2020-12-25,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,74,12,5,2,2,0.16216216216216217,0.4166666666666667,0.4,1.0,0.02702702702702703
2020-12-25,tablet,(direct),(none),(direct) / (none),Direct,16,3,0,0,0,0.1875,0.0,,,0.0
2020-12-25,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2020-12-25,tablet,google,organic,google / organic,Organic Search,18,3,1,0,0,0.16666666666666666,0.3333333333333333,0.0,,0.0
2020-12-25,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,3,0,0,0,0,0.0,,,,0.0
2020-12-25,tablet,<Other>,<Other>,<Other> / <Other>,Other,11,3,0,1,0,0.2727272727272727,0.0,,0.0,0.0
2020-12-25,tablet,google,cpc,google / cpc,Paid Search,1,0,0,0,0,0.0,,,,0.0
2020-12-25,tablet,<Other>,referral,<Other> / referral,Referral,4,1,1,0,0,0.25,1.0,0.0,,0.0
2020-12-25,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,4,1,0,0,0,0.25,0.0,,,0.0
2020-12-26,desktop,(direct),(none),(direct) / (none),Direct,367,60,11,2,1,0.16348773841961853,0.18333333333333332,0.18181818181818182,0.5,0.0027247956403269754
2020-12-26,desktop,<Other>,organic,<Other> / organic,Organic Search,39,6,1,1,1,0.15384615384615385,0.16666666666666666,1.0,1.0,0.02564102564102564
2020-12-26,desktop,google,organic,google / organic,Organic Search,530,77,14,2,2,0.14528301886792452,0.18181818181818182,0.14285714285714285,1.0,0.0037735849056603774
2020-12-26,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,66,13,2,0,0,0.19696969696969696,0.15384615384615385,0.0,,0.0
2020-12-26,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-12-26,desktop,<Other>,<Other>,<Other> / <Other>,Other,240,36,10,1,0,0.15,0.2777777777777778,0.1,0.0,0.0
2020-12-26,desktop,google,cpc,google / cpc,Paid Search,77,8,3,0,0,0.1038961038961039,0.375,0.0,,0.0
2020-12-26,desktop,<Other>,referral,<Other> / referral,Referral,139,28,5,1,1,0.2014388489208633,0.17857142857142858,0.2,1.0,0.007194244604316547
2020-12-26,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,96,12,1,1,0,0.125,0.08333333333333333,1.0,0.0,0.0
2020-12-26,mobile,(direct),(none),(direct) / (none),Direct,265,41,7,2,2,0.15471698113207547,0.17073170731707318,0.2857142857142857,1.0,0.007547169811320755
2020-12-26,mobile,<Other>,organic,<Other> / organic,Organic Search,35,3,0,0,0,0.08571428571428572,0.0,,,0.0
2020-12-26,mobile,google,organic,google / organic,Organic Search,344,55,9,7,4,0.15988372093023256,0.16363636363636364,0.7777777777777778,0.5714285714285714,0.011627906976744186
2020-12-26,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,32,8,3,3,2,0.25,0.375,1.0,0.6666666666666666,0.0625
2020-12-26,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,0,0,0,0,0.0,,,,0.0
2020-12-26,mobile,<Other>,<Other>,<Other> / <Other>,Other,176,22,3,1,1,0.125,0.13636363636363635,0.3333333333333333,1.0,0.005681818181818182
2020-12-26,mobile,google,cpc,google / cpc,Paid Search,48,2,0,0,0,0.041666666666666664,0.0,,,0.0
2020-12-26,mobile,<Other>,referral,<Other> / referral,Referral,92,13,1,1,0,0.14130434782608695,0.07692307692307693,1.0,0.0,0.0
2020-12-26,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,73,18,5,3,2,0.2465753424657534,0.2777777777777778,0.6,0.6666666666666666,0.0273972602739726
2020-12-26,tablet,(direct),(none),(direct) / (none),Direct,15,2,0,0,0,0.13333333333333333,0.0,,,0.0
2020-12-26,tablet,<Other>,organic,<Other> / organic,Organic Search,1,0,0,0,0,0.0,,,,0.0
2020-12-26,tablet,google,organic,google / organic,Organic Search,17,4,0,0,0,0.23529411764705882,0.0,,,0.0
2020-12-26,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,2,1,0,0,0,0.5,0.0,,,0.0
2020-12-26,tablet,<Other>,<Other>,<Other> / <Other>,Other,10,0,0,0,0,0.0,,,,0.0
2020-12-26,tablet,google,cpc,google / cpc,Paid Search,1,0,0,0,0,0.0,,,,0.0
2020-12-26,tablet,<Other>,referral,<Other> / referral,Referral,6,0,0,0,0,0.0,,,,0.0
2020-12-26,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,4,0,0,0,0,0.0,,,,0.0
2020-12-27,desktop,(direct),(none),(direct) / (none),Direct,366,57,12,3,2,0.1557377049180328,0.21052631578947367,0.25,0.6666666666666666,0.00546448087431694
2020-12-27,desktop,<Other>,organic,<Other> / organic,Organic Search,40,7,3,0,0,0.175,0.42857142857142855,0.0,,0.0
2020-12-27,desktop,google,organic,google / organic,Organic Search,531,86,11,4,2,0.16195856873822975,0.12790697674418605,0.36363636363636365,0.5,0.003766478342749529
2020-12-27,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,65,17,8,6,3,0.26153846153846155,0.47058823529411764,0.75,0.5,0.046153846153846156
2020-12-27,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,2,1,1,0,0,0.5,1.0,0.0,,0.0
2020-12-27,desktop,<Other>,<Other>,<Other> / <Other>,Other,227,30,6,1,1,0.13215859030837004,0.2,0.16666666666666666,1.0,0.004405286343612335
2020-12-27,desktop,google,cpc,google / cpc,Paid Search,67,8,0,0,0,0.11940298507462686,0.0,,,0.0
2020-12-27,desktop,<Other>,referral,<Other> / referral,Referral,141,20,8,2,1,0.14184397163120568,0.4,0.25,0.5,0.0070921985815602835
2020-12-27,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,116,16,3,3,2,0.13793103448275862,0.1875,1.0,0.6666666666666666,0.017241379310344827
2020-12-27,mobile,(direct),(none),(direct) / (none),Direct,233,36,11,5,1,0.15450643776824036,0.3055555555555556,0.45454545454545453,0.2,0.004291845493562232
2020-12-27,mobile,<Other>,organic,<Other> / organic,Organic Search,28,4,1,0,0,0.14285714285714285,0.25,0.0,,0.0
2020-12-27,mobile,google,organic,google / organic,Organic Search,356,56,17,6,3,0.15730337078651685,0.30357142857142855,0.35294117647058826,0.5,0.008426966292134831
2020-12-27,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,51,14,7,2,1,0.27450980392156865,0.5,0.2857142857142857,0.5,0.0196078431372549
2020-12-27,mobile,<Other>,<Other>,<Other> / <Other>,Other,165,22,3,1,0,0.13333333333333333,0.13636363636363635,0.3333333333333333,0.0,0.0
2020-12-27,mobile,google,cpc,google / cpc,Paid Search,57,6,1,0,0,0.10526315789473684,0.16666666666666666,0.0,,0.0
2020-12-27,mobile,<Other>,referral,<Other> / referral,Referral,111,16,3,4,2,0.14414414414414414,0.1875,1.3333333333333333,0.5,0.018018018018018018
2020-12-27,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,65,8,2,1,1,0.12307692307692308,0.25,0.5,1.0,0.015384615384615385
2020-12-27,tablet,(direct),(none),(direct) / (none),Direct,13,3,1,1,1,0.23076923076923078,0.3333333333333333,1.0,1.0,0.07692307692307693
2020-12-27,tablet,google,organic,google / organic,Organic Search,21,3,0,0,0,0.14285714285714285,0.0,,,0.0
2020-12-27,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2020-12-27,tablet,<Other>,<Other>,<Other> / <Other>,Other,12,1,0,0,0,0.08333333333333333,0.0,,,0.0
2020-12-27,tablet,google,cpc,google / cpc,Paid Search,1,0,0,0,0,0.0,,,,0.0
2020-12-27,tablet,<Other>,referral,<Other> / referral,Referral,8,2,1,0,0,0.25,0.5,0.0,,0.0
2020-12-27,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,2,0,0,0,0,0.0,,,,0.0
2020-12-28,desktop,(direct),(none),(direct) / (none),Direct,478,78,27,13,7,0.16317991631799164,0.34615384615384615,0.48148148148148145,0.5384615384615384,0.014644351464435146
2020-12-28,desktop,<Other>,organic,<Other> / organic,Organic Search,76,10,1,1,1,0.13157894736842105,0.1,1.0,1.0,0.013157894736842105
2020-12-28,desktop,google,organic,google / organic,Organic Search,607,100,27,12,7,0.16474464579901152,0.27,0.4444444444444444,0.5833333333333334,0.011532125205930808
2020-12-28,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,87,21,8,3,3,0.2413793103448276,0.38095238095238093,0.375,1.0,0.034482758620689655
2020-12-28,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,2,0,0,0,0,0.0,,,,0.0
2020-12-28,desktop,<Other>,<Other>,<Other> / <Other>,Other,301,41,8,1,1,0.1362126245847176,0.1951219512195122,0.125,1.0,0.0033222591362126247
2020-12-28,desktop,google,cpc,google / cpc,Paid Search,93,15,6,2,1,0.16129032258064516,0.4,0.3333333333333333,0.5,0.010752688172043012
2020-12-28,desktop,<Other>,referral,<Other> / referral,Referral,181,25,3,0,0,0.13812154696132597,0.12,0.0,,0.0
2020-12-28,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,142,21,3,0,0,0.14788732394366197,0.14285714285714285,0.0,,0.0
2020-12-28,mobile,(direct),(none),(direct) / (none),Direct,296,40,7,3,1,0.13513513513513514,0.175,0.42857142857142855,0.3333333333333333,0.0033783783783783786
2020-12-28,mobile,<Other>,organic,<Other> / organic,Organic Search,42,5,1,1,0,0.11904761904761904,0.2,1.0,0.0,0.0
2020-12-28,mobile,google,organic,google / organic,Organic Search,427,84,15,4,4,0.19672131147540983,0.17857142857142858,0.26666666666666666,1.0,0.00936768149882904
2020-12-28,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,76,17,5,3,3,0.2236842105263158,0.29411764705882354,0.6,1.0,0.039473684210526314
2020-12-28,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,1,1,1,0,0,1.0,1.0,0.0,,0.0
2020-12-28,mobile,<Other>,<Other>,<Other> / <Other>,Other,182,27,3,1,1,0.14835164835164835,0.1111111111111111,0.3333333333333333,1.0,0.005494505494505495
2020-12-28,mobile,google,cpc,google / cpc,Paid Search,54,6,2,0,0,0.1111111111111111,0.3333333333333333,0.0,,0.0
2020-12-28,mobile,<Other>,referral,<Other> / referral,Referral,140,29,7,0,0,0.20714285714285716,0.2413793103448276,0.0,,0.0
2020-12-28,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,95,12,5,2,2,0.12631578947368421,0.4166666666666667,0.4,1.0,0.021052631578947368
2020-12-28,tablet,(direct),(none),(direct) / (none),Direct,13,1,1,1,1,0.07692307692307693,1.0,1.0,1.0,0.07692307692307693
2020-12-28,tablet,<Other>,organic,<Other> / organic,Organic Search,2,0,0,0,0,0.0,,,,0.0
2020-12-28,tablet,google,organic,google / organic,Organic Search,30,3,0,0,0,0.1,0.0,,,0.0
2020-12-28,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,3,0,0,0,0,0.0,,,,0.0
